name,description,created_at,private,url,default_branch,file_count,commit_count,earliest_committer,latest_committer
aladdin,"Offline-first Arabic (RTL) story personalizer that lets users swap their names into a safe, creative Aladdin/Jasmine-inspired narrative. Includes instant 20+ language UI translation, sticky nav + search, parallax sections, collapsible docs, local-only IndexedDB saves, service worker offline cache, and a lightweight gamification HUD.",2025-12-23T01:26:39Z,False,https://github.com/therickyfoster/aladdin,main,3,3,2025-12-22T18:26:39-07:00,2025-12-22T18:48:22-07:00
storytelling_empowerment,,2025-12-23T01:36:53Z,False,https://github.com/therickyfoster/storytelling_empowerment,main,2,2,2025-12-22T18:36:53-07:00,2025-12-22T18:37:09-07:00
planetary_steward_field_manual,"An offline-first Planetary Steward Field Manual built as interlinked index.html files. Designed to ask and solve the most important stewardship questions using systems thinking, zero-harm principles, local resilience, and scalable coordination from solo practice to global coalitions.",2025-12-23T03:48:14Z,False,https://github.com/therickyfoster/planetary_steward_field_manual,main,3,3,2025-12-22T20:48:15-07:00,2025-12-22T20:54:17-07:00
safeguarding_collection,,2025-12-23T11:40:27Z,False,https://github.com/therickyfoster/safeguarding_collection,main,7,3,2025-12-23T04:40:27-07:00,2025-12-23T04:53:30-07:00
drug_war_reframe,,2025-12-23T11:45:14Z,False,https://github.com/therickyfoster/drug_war_reframe,main,8,2,2025-12-23T04:45:14-07:00,2025-12-23T04:45:59-07:00
peacekeeping,"A sequential series of standalone HTML briefs exploring next-generation peacekeeping and foundational governance reform. Focused on charters of rights, treaties, institutional resilience, anti-corruption design, and legitimacy repair for a rapidly changing world.",2025-12-23T13:51:18Z,False,https://github.com/therickyfoster/peacekeeping,main,4,4,2025-12-23T06:51:18-07:00,2025-12-23T07:49:44-07:00
oral_biomechanical_engineering,"Oral Biomechanical Engineering is an open, ethics-first research framework exploring how controlled biomechanics, sensing, and feedback can reduce unnecessary trauma and pain in dental interventions. Focused on force variability, tissue respect, and clinician-led safety—open science without self-harm or automation.",2025-12-24T04:55:11Z,False,https://github.com/therickyfoster/oral_biomechanical_engineering,main,79,17,2025-12-23T21:55:11-07:00,2026-01-11T07:03:54Z
us_debt_analysis_site,"A rigorously phased, systems-level analysis of U.S. public debt. Avoids policy prescriptions until epistemic constraints are enforced. Separates accounting from causality, tracks distributional impacts, dissects narratives, and surfaces second- and third-order risks. Built for clarity, not ideology.",2025-12-24T08:01:42Z,False,https://github.com/therickyfoster/us_debt_analysis_site,main,11,2,2025-12-24T01:01:42-07:00,2025-12-24T01:02:45-07:00
steward_stack,,2025-12-24T09:13:35Z,False,https://github.com/therickyfoster/steward_stack,main,2,2,2025-12-24T02:13:35-07:00,2025-12-24T02:13:50-07:00
mnemonic_screencaster,,2025-12-24T15:50:44Z,False,https://github.com/therickyfoster/mnemonic_screencaster,main,2,3,2025-12-24T08:51:55-07:00,2025-12-24T10:53:04-05:00
institutional_market_structure_extraction,,2025-12-24T23:36:42Z,False,https://github.com/therickyfoster/institutional_market_structure_extraction,main,2,2,2025-12-24T16:36:42-07:00,2025-12-24T16:37:14-07:00
rentier_counter_claims,,2025-12-24T23:56:07Z,False,https://github.com/therickyfoster/rentier_counter_claims,main,2,2,2025-12-24T16:56:07-07:00,2025-12-24T16:56:57-07:00
timebraid_tales,,2025-12-25T00:29:22Z,False,https://github.com/therickyfoster/timebraid_tales,main,2,2,2025-12-24T17:29:22-07:00,2025-12-24T17:30:22-07:00
thinktank_sovereignty_toolkit,,2025-12-26T15:04:47Z,False,https://github.com/therickyfoster/thinktank_sovereignty_toolkit,main,2,2,2025-12-26T08:04:48-07:00,2025-12-26T08:05:15-07:00
texas_systems_resilience_framework,"A policy-grade systems framework mapping heat, grid, water, housing, healthcare, education, mobility, inequality, and public safety as a coupled system. Integrates research, metrics, stress-testing, and decision tools for evidence-based, nonpartisan planning.",2025-12-26T15:19:06Z,False,https://github.com/therickyfoster/texas_systems_resilience_framework,main,2,5,2025-12-26T08:19:06-07:00,2025-12-26T08:39:07-07:00
peace_empowerment,,2025-12-26T18:17:32Z,False,https://github.com/therickyfoster/peace_empowerment,main,2,2,2025-12-26T11:17:32-07:00,2025-12-26T11:17:52-07:00
znpp_transparency_hazard_assessment,,2025-12-26T20:58:35Z,False,https://github.com/therickyfoster/znpp_transparency_hazard_assessment,main,2,2,2025-12-26T13:58:35-07:00,2025-12-26T13:59:09-07:00
global_vulnerability_atlas_december_26_2025,,2025-12-26T22:11:21Z,False,https://github.com/therickyfoster/global_vulnerability_atlas_december_26_2025,main,2,2,2025-12-26T15:11:22-07:00,2025-12-26T15:11:40-07:00
foster-navi_scorecard,,2025-12-26T23:58:08Z,False,https://github.com/therickyfoster/foster-navi_scorecard,main,2,2,2025-12-26T18:58:08-05:00,2025-12-26T18:59:10-05:00
navi_personal_note_001,,2025-12-27T14:07:17Z,False,https://github.com/therickyfoster/navi_personal_note_001,main,2,2,2025-12-27T07:07:17-07:00,2025-12-27T07:07:32-07:00
arabic_youth_solutions,أداة عربية تفاعلية لصناع القرار والدبلوماسيين والحكومات في الشرق الأوسط لتمكين الشباب من تصميم حلول محلية للأزمات الإنسانية والنزوح الأسري، مع تتبع مؤشرات أثر، خرائط أزمات، سجل مبادرات، نموذج حوار سياسات، وقوالب توسعة باستخدام الذكاء الاصطناعي.,2025-12-27T19:38:17Z,False,https://github.com/therickyfoster/arabic_youth_solutions,main,4,5,2025-12-27T12:38:17-07:00,2025-12-27T13:53:19-07:00
la_flood_resilience,"Offline-first LA Flood Resilience Hub: Real-time flood mitigation knowledge base with altitudinal mapping, debris flow protocols, heavy equipment strategies & community guidance. Features 20+ language support, gamification HUD, IndexedDB persistence, parallax UI. Zero-harm, no-tracking, consent-first design. Built for Dec 2025 atmos-river response.",2025-12-27T21:01:59Z,False,https://github.com/therickyfoster/la_flood_resilience,main,10,4,2025-12-27T14:02:00-07:00,2025-12-27T14:30:01-07:00
fosterxtesla,"Foster × Tesla explores how aligned sponsorship could multiply global resilience, stewardship, education and continuity metrics. Showcases open civic tech, robotics-adjacent deployment paths, and planet-scale crisis prevention concepts. Signals a zero-harm opportunity to amplify human progress via ethical industrial reach and community innovation.",2025-12-27T21:58:28Z,False,https://github.com/therickyfoster/fosterxtesla,main,2,2,2025-12-27T14:58:28-07:00,2025-12-27T14:58:44-07:00
foster_arc_rpg,"Interactive mythic RPG dashboard representing Foster's personal arc. Features quests, skill trees, reputation, inventory, and dynamic XP/level progression. Offline-first, zero-harm design with constellation visualizer and gamified metrics for systemic influence and real-world impact.",2025-12-27T23:05:36Z,False,https://github.com/therickyfoster/foster_arc_rpg,main,4,5,2025-12-27T16:05:37-07:00,2025-12-27T16:09:49-07:00
urban_planting_wizardry,"Comprehensive long-distance moving guide with advanced pro tips, interactive collapsible sections, client-side search, gamified HUD, constellation visualization, IndexedDB offline state, print-friendly, and curated external links to tools and utilities for planning, packing, and executing a smooth relocation.",2025-12-27T23:17:29Z,False,https://github.com/therickyfoster/urban_planting_wizardry,main,2,2,2025-12-27T16:17:29-07:00,2025-12-27T16:17:52-07:00
planetary_phenomena,"Interactive planetary phenomena hub mapping strategic locations for solar, magnetic, geothermal, oceanic, and desert energy potential. Includes collapsible insights, external tools, and research links for understanding planetary forces and opportunities for sustainable planetary stewardship.",2025-12-27T23:22:58Z,False,https://github.com/therickyfoster/planetary_phenomena,main,2,2,2025-12-27T16:22:58-07:00,2025-12-27T16:23:16-07:00
veterinarian_protips,"A standalone, offline‑ready interactive Veterinary Innovation Guide with parallax sections, collapsible insights, client‑side search, HUD constellation, and IndexedDB prefs. Includes links to practical tools, research resources, and workflows for modern telemedicine, AI diagnostics, genomics, wearables, and sustainable clinical practice.",2025-12-27T23:27:28Z,False,https://github.com/therickyfoster/veterinarian_protips,main,2,2,2025-12-27T16:27:28-07:00,2025-12-27T16:27:40-07:00
vehicle_maintenance_protips,"Comprehensive vehicle maintenance & care protips for drivers and enthusiasts. Covers engine, tires, fluids, battery, cleaning, and essential tools. Features collapsible guides, parallax sections, offline-ready HUD, and links to trusted resources for safe, efficient, and preventative vehicle upkeep. 🚗🔧",2025-12-27T23:32:05Z,False,https://github.com/therickyfoster/vehicle_maintenance_protips,main,2,2,2025-12-27T16:32:05-07:00,2025-12-27T16:32:18-07:00
newcomer_biosphere_initiative,"Newcomer Biosphere Initiative: Gamified integration for refugees & immigrants through tree planting, ecological restoration, and community participation. Tracks impact via Biosphere Credits, promotes cultural cooperation, and fosters environmental stewardship in local communities. 🌱🌎",2025-12-27T23:37:25Z,False,https://github.com/therickyfoster/newcomer_biosphere_initiative,main,2,2,2025-12-27T16:37:25-07:00,2025-12-27T16:38:47-07:00
conception_purity_mission,"Comprehensive 4-month preconception guide for germline purity. Tracks lifestyle, nutrition, exercise, and stress for maximum reproductive health. Includes timelines, evidence-based checkpoints, and tools for monitoring progress and optimizing gamete quality for men and women.",2025-12-28T14:57:26Z,False,https://github.com/therickyfoster/conception_purity_mission,main,9,13,2025-12-28T07:57:27-07:00,2025-12-28T14:08:39-07:00
future_proof_conception,,2025-12-28T15:30:20Z,False,https://github.com/therickyfoster/future_proof_conception,main,2,2,2025-12-28T08:30:21-07:00,2025-12-28T08:30:58-07:00
phillipines_waste_impact,,2025-12-28T18:10:14Z,False,https://github.com/therickyfoster/phillipines_waste_impact,main,4,5,2025-12-28T11:10:15-07:00,2025-12-28T11:15:13-07:00
human_heat_stress_guide,"Ultra-comprehensive, ecosystem-agnostic human heat stress & heatstroke guide. Covers physiology, prevention, emergency response, and hydration strategies. Includes interactive collapsible sections, HUD visualizer, IndexedDB storage, and curated external resources for practical guidance and awareness. ",2025-12-28T18:29:21Z,False,https://github.com/therickyfoster/human_heat_stress_guide,main,2,2,2025-12-28T11:29:21-07:00,2025-12-28T11:34:04-07:00
peace_vector_lab,"Local-first humanitarian coordination and conflict de-escalation toolkit featuring NGO routing logic, peace-focused strategy simulators, escalation firewall, transparent aid tracking models, and local-only analytics. Designed to transform violence vectors into resilience, coordination, negotiation, and community-safety pathways.",2025-12-28T21:05:21Z,False,https://github.com/therickyfoster/peace_vector_lab,main,3,3,2025-12-28T14:05:22-07:00,2025-12-28T14:14:14-07:00
benevolent_singularity,,2025-12-31T14:08:42Z,False,https://github.com/therickyfoster/benevolent_singularity,main,2,2,2025-12-31T07:08:43-07:00,2025-12-31T07:09:04-07:00
inequality,,2025-12-31T14:11:34Z,False,https://github.com/therickyfoster/inequality,main,11,2,2025-12-31T07:11:34-07:00,2025-12-31T07:11:59-07:00
iran_uprising_solutions,,2025-12-31T14:12:26Z,False,https://github.com/therickyfoster/iran_uprising_solutions,main,3,2,2025-12-31T07:12:26-07:00,2025-12-31T07:12:51-07:00
nuclear,,2025-12-31T14:17:45Z,False,https://github.com/therickyfoster/nuclear,main,16,2,2025-12-31T07:17:45-07:00,2025-12-31T07:18:23-07:00
soviet_peace_by_voice,,2026-01-02T17:08:38Z,False,https://github.com/therickyfoster/soviet_peace_by_voice,main,2,2,2026-01-02T10:08:53-07:00,2026-01-02T10:19:16-07:00
usa_biospheric_cascade,,2026-01-04T22:08:10Z,False,https://github.com/therickyfoster/usa_biospheric_cascade,main,3,3,2026-01-04T15:08:11-07:00,2026-01-04T15:16:58-07:00
us_exit_strats,,2026-01-25T06:50:35Z,False,https://github.com/therickyfoster/us_exit_strats,main,2,2,2026-01-25T01:50:35-05:00,2026-01-25T01:51:34-05:00
montreal_archetype_matching,"Offline-first, consent-forward archetype matchmaking guide. Identify relationship archetypes, explore compatibility patterns, and use repair scripts—without surveillance or manipulation. Transparent scoring, local-only storage, printable field guide. A reflective map for love, not a prophecy.",2026-01-25T14:07:15Z,False,https://github.com/therickyfoster/montreal_archetype_matching,main,2,2,2026-01-25T09:07:15-05:00,2026-01-25T09:07:33-05:00
our_debt_deep_dive,"Fruit Tree Departure Support is an offline-first policy and transition toolkit that converts economic exit and trade unwinding into long-term ecological assets. It models dignified debt relief through orchards, nurseries, and stewardship credits using local-only IndexedDB ledgers and zero-harm governance.",2026-01-25T16:08:30Z,False,https://github.com/therickyfoster/our_debt_deep_dive,main,7,7,2026-01-25T11:08:30-05:00,2026-01-25T13:48:37-05:00
next_gen_prep,,2026-01-25T22:54:04Z,False,https://github.com/therickyfoster/next_gen_prep,main,2,2,2026-01-25T17:54:04-05:00,2026-01-25T17:54:58-05:00
state_based_independence,"Research-backed, offline-first scenario analysis of U.S. state independence sentiment. Uses polling data, legal precedent, and political economy to stress-test secession narratives, identify root grievances, and surface federal de-escalation options. Built for policymakers, analysts, and media.",2026-01-26T16:32:46Z,False,https://github.com/therickyfoster/state_based_independence,main,3,4,2026-01-26T11:32:46-05:00,2026-01-26T11:57:25-05:00
americas_bully_pattern,,2026-01-26T21:12:23Z,False,https://github.com/therickyfoster/americas_bully_pattern,main,7,8,2026-01-26T16:12:24-05:00,2026-01-26T16:46:37-05:00
mitigating_american_malice,,2026-01-27T04:15:52Z,False,https://github.com/therickyfoster/mitigating_american_malice,main,13,17,2026-01-26T23:15:52-05:00,2026-02-07T13:04:08-05:00
democratic_cascades,"Transform individual civic action into collective power. Evidence-based participatory democracy platform synthesizing Self-Determination Theory, systems thinking leverage points, and community organizing frameworks. Offline-first PWA with legislative tracking, mutual aid coordination, and cascade visualization. Zero tracking. Privacy by design.",2026-01-27T16:08:51Z,False,https://github.com/therickyfoster/democratic_cascades,main,3,3,2026-01-27T11:08:51-05:00,2026-01-27T11:11:46-05:00
biospheric_civic_empowerment_platform,"Offline-first civic empowerment ecosystem for planetary restoration. Interconnected tools for systems thinking, biosphere monitoring, peace coordination, food sovereignty & regenerative action. Zero telemetry, local-first data, WCAG AAA accessible. Built for healing, not extraction.",2026-01-27T17:36:13Z,False,https://github.com/therickyfoster/biospheric_civic_empowerment_platform,main,15,21,2026-01-27T12:36:13-05:00,2026-01-27T13:57:25-05:00
carney_2026,"Offline-first civic research dashboard that evaluates whether Canada’s PM is “playing the long arc” using primary sources, cited tooltips, transparent scoring, and local-only notes. Focused on evidence hygiene, long-term policy signals, and calm political analysis—no telemetry, no manipulation.",2026-01-28T07:45:30Z,False,https://github.com/therickyfoster/carney_2026,main,2,2,2026-01-28T02:45:31-05:00,2026-01-28T02:50:34-05:00
restoration_visas,"Restoration Visas & National Regenerative Settlement Program (RV-NRSP): An offline-first executive briefing toolkit for policy makers integrating immigration, reforestation, housing stabilization, and food resilience into a single auditable system. Pilot-ready, fiscally defensible, and ethics-first.",2026-01-28T09:35:03Z,False,https://github.com/therickyfoster/restoration_visas,main,23,24,2026-01-28T04:35:04-05:00,2026-01-28T09:53:34-05:00
lego_war_on_narratives,"An offline-first deliberative democracy platform for collaborative policy deliberation with spectrum-based voting, weighted role systems, and manual peer coordination via exportable share packs. Features real IndexedDB persistence, particle animation backgrounds, data visualizations, and zero-harm architecture with no tracking or telemetry.",2026-01-28T18:16:29Z,False,https://github.com/therickyfoster/lego_war_on_narratives,main,3,5,2026-01-28T13:16:30-05:00,2026-01-28T13:22:39-05:00
build_resilience_move_north,,2026-01-29T10:07:47Z,False,https://github.com/therickyfoster/build_resilience_move_north,main,2,4,2026-01-29T05:07:47-05:00,2026-01-29T05:39:49-05:00
regeneration_visas,"A web-driven platform for designing, assessing, monitoring, and prototyping regenerative visa frameworks and immigration policy pathways. It includes calculator tools, dashboards, risk and skills assessments, precedents data, monitoring modules, and Indigenous and provincial frameworks — all integrated in a single AGPL-licensed repo.",2026-01-29T12:48:16Z,False,https://github.com/therickyfoster/regeneration_visas,main,12,15,2026-01-29T07:48:17-05:00,2026-01-29T10:11:07-05:00
institutional_integrity_acceleration,"Continuously adaptive, self-evolving oversight platform stack for governments. Translates high-impact questions into deployable, zero-harm policy solutions with measurable outcomes, rapid pilots, and systemic safeguards. Includes dashboards, parallax content, and evidence-driven guidance for institutional integrity.",2026-02-02T14:55:40Z,False,https://github.com/therickyfoster/institutional_integrity_acceleration,main,7,8,2026-02-02T09:56:32-05:00,2026-02-02T10:36:13-05:00
polycrisis,"A lightweight, open HTML entry for a project exploring polycrisis — the interlinked, compounding global crises spanning environment, society, economy, and technology. Built as a web hub to help navigate complexity and systemic risk with resources, insights, and interactive mapping of converging global challenges.",2026-02-03T15:49:53Z,False,https://github.com/therickyfoster/polycrisis,main,4,5,2026-02-03T10:50:16-05:00,2026-02-03T10:54:43-05:00
canadian_civil_oversight,"A citizen-driven, open framework for enhancing transparency and accountability in Canadian civil governance. Combines policy resources, oversight tools, and community reporting to track public institutions, increase civic engagement, and support data-informed watchdog efforts for a more accountable democracy.",2026-02-04T15:33:36Z,False,https://github.com/therickyfoster/canadian_civil_oversight,main,2,2,2026-02-04T10:33:37-05:00,2026-02-04T10:33:51-05:00
transparency_decentralization_guide,,2026-02-04T15:40:11Z,False,https://github.com/therickyfoster/transparency_decentralization_guide,main,2,2,2026-02-04T10:40:12-05:00,2026-02-04T10:40:37-05:00
american_civil_oversight,"A citizen-driven, open framework for enhancing transparency and accountability in American civil governance. Combines policy resources, oversight tools, and community reporting to track public institutions, increase civic engagement, and support data-informed watchdog efforts for a more accountable democracy.",2026-02-04T15:42:06Z,False,https://github.com/therickyfoster/american_civil_oversight,main,4,6,2026-02-04T10:42:07-05:00,2026-02-07T11:40:49-05:00
controlled_symbiotic_domestication,"A pioneering science platform for Controlled Symbiotic Domestication: studying, monitoring, and ethically guiding mutually beneficial human-biosystem relationships. Includes frameworks, simulations, and tools for resilient ecosystems, adaptive bio-integration, and policy-ready decision support.",2026-02-05T16:41:35Z,False,https://github.com/therickyfoster/controlled_symbiotic_domestication,main,2,2,2026-02-05T11:41:36-05:00,2026-02-05T11:41:52-05:00
crossborder_trust_building_platform,"Comparative platform analyzing U.S. and Canada benevolent influence: consular support, transport reliability, humanitarian aid, emergency response, and immigration pathways. Points-based, data-driven, friendly competition highlights best practices to improve cross-border trust.",2026-02-05T16:49:10Z,False,https://github.com/therickyfoster/crossborder_trust_building_platform,main,2,2,2026-02-05T11:49:11-05:00,2026-02-05T11:49:26-05:00
minneapolis_civil_repair_project,"Data-driven dashboards and strategic tools tracking Minneapolis civil unrest recovery, trust restoration, economic rebuilding, and community sovereignty. Combines historical context, policy frameworks, and innovative solutions for inclusive, resilient urban regeneration.",2026-02-05T19:06:09Z,False,https://github.com/therickyfoster/minneapolis_civil_repair_project,main,2,2,2026-02-05T14:06:10-05:00,2026-02-05T14:06:26-05:00
operation_vestige_of_prerogative_authority,,2026-02-05T19:10:55Z,False,https://github.com/therickyfoster/operation_vestige_of_prerogative_authority,main,2,2,2026-02-05T14:10:55-05:00,2026-02-05T14:11:24-05:00
urban_dispersion_edible_reforestation,"A platform promoting urban-to-rural population dispersion to support edible reforestation, agroforestry, and regenerative landscapes. Includes tools to estimate downstream impacts on planetary stability, healthcare, and social resilience, and connects communities with land, resources, and planning platforms.",2026-02-05T19:20:43Z,False,https://github.com/therickyfoster/urban_dispersion_edible_reforestation,main,2,2,2026-02-05T14:20:43-05:00,2026-02-05T14:21:20-05:00
life_first_judgment_in_critical_protocols,"Exploring historical cases where human judgment prioritized life over rigid protocols, preventing nuclear catastrophes. Highlights Petrov (1983), Arkhipov (1962), and NORAD (1979), showing how benevolent decision-making can outweigh non-life-supporting rules.",2026-02-05T19:33:08Z,False,https://github.com/therickyfoster/life_first_judgment_in_critical_protocols,main,2,2,2026-02-05T14:33:09-05:00,2026-02-05T14:33:22-05:00
end_child_hunger,,2026-02-12T14:59:07Z,False,https://github.com/therickyfoster/end_child_hunger,main,1,1,2026-02-12T09:59:08-05:00,2026-02-12T09:59:08-05:00
